Name,Price,Link,Amenities,Long Term,Minimum Stay,City,Neighborhood,Location,Floor,Square Area,Bedrooms,Bathrooms,Security,Pool,Airconditioning,Parking,Balcony,Pets Allowed,Furnishing,Updated,Latitude,Longitude,Address,Province,Region,Rating,ReviewsCount,school,hospital,shopping_mall,supermarket,church,park,gym,restaurant,bank,pharmacy,police,subway_station,train_station,university,transit_station,bus_station
Eastwood City Condo 3 Bedroom Fully Furnished for Rent,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/eastwood-city-condo-3-bedroom-fully-furnished-for-rent/9852d99e56&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; 24/7 Security; Function Rooms; Swimming pool,"35,000 /Month",1 Year,Quezon City,Eastwood City,Olympic Heights,,77,3,3,1,1,,,,1,Fully Furnished,6-Feb-25,14.6070357,121.0519461,"CAMP RAFAEL C Crame, J342+RQ8, Quezon City, Metro Manila, Philippines",,Metro Manila,4.6,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1BR Unit for Rent Long Term 38 Sqm Fully Furnished,28000,https://rentpad.com.ph/long-term-rentals/quezon-city/1br-unit-for-rent-long-term-38-sqm-fully-furnished/381055962&cl=1,Concierge; Jogging Trail; Gym; Study Hall; 24/7 Security; Function Rooms; Swimming pool,"28,000 /Month",6 Months,Quezon City,North Avenue Area,Fern at Grass Residences,27,38,1,1,1,1,,,,,Fully Furnished,28-Feb-25,14.6817003,121.1002086,"114 Session Rd, Quezon City, 1126 Metro Manila, Philippines",,Metro Manila,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0
Fully Furnished Studio Unit at Studio A for Rent,16000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-unit-at-studio-a-for-rent/66586dae37&cl=1,Concierge; Gym; Study Hall; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool,"16,000 /Month",6 Months,Quezon City,Loyola Heights,Studio A,,21,0,1,1,1,,,,,Fully Furnished,2-Jul-24,14.6344883,121.0731133,"J3MF+Q6X, Esteban Abada St, Quezon City, Metro Manila, Philippines",,Metro Manila,2.2,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Semi Furnished 1 Bedroom Unit at Magnolia Residences for Rent,21000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-1-bedroom-unit-at-magnolia-residences-for-rent/7022ebb841&cl=1,Gym; Play Room; Swimming pool,"21,000 /Month",6 Months,Quezon City,New Manila,Magnolia Residences,,38,1,1,,1,,,,,Semi Furnished,17-Jan-25,14.6138356,121.0384865,"The Magnolia Residences, Doña Hemady St, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Fully Furnished 1BR for Rent in Berkeley Residences Katipunan QC,17000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1br-for-rent-in-berkeley-residences-katipunan-qc/ad56c28634&cl=1,Jogging Trail; Study Hall; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool,"17,000 /Month",1 Year,Quezon City,Loyola Heights,Berkeley Residences,31,23,1,1,1,1,,,,,Fully Furnished,2-Sep-24,14.645026,121.074468,"J Escaler, corner Katipunan Ave, Quezon City, 1105 Metro Manila, Philippines",,Metro Manila,5,6,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Townhouse for Rent Capitol Hills Quezon City near Celebrity Place,85000,https://rentpad.com.ph/long-term-rentals/quezon-city/townhouse-for-rent-capitol-hills-quezon-city-near-celebrity-plac/728fc9a675&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"85,000 /Month",1 Year,Quezon City,,,,123,3,3,1,1,1,1,1,1,Unfurnished,7-May-24,14.6652629,121.0810007,"Capitol Hills Dr, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
Semi Furnished 3 Bedroom Unit at Larossa in Capitol Hills,85000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-3-bedroom-unit-at-larossa-in-capitol-hills/75d0012517&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"85,000 /Month",1 Year,Quezon City,Commonwealth Area,Larossa in Capitol Hills,1,123,3,3,1,1,1,1,1,1,Semi Furnished,7-May-24,14.6649406,121.0823425,"Capitol Hills Dr, Quezon City, 1126 Metro Manila, Philippines",,Metro Manila,,,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
Fully Furnisned 1BR Unit in One Eastwood Avenue QC,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnisned-1br-unit-in-one-eastwood-avenue-qc/6901699818&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Play Room; Function Rooms; Swimming pool; Parking; Storage Space,"25,000 /Month",1 Year,Quezon City,Eastwood City,One Eastwood Avenue,21,26,1,1,,1,1,1,,,Fully Furnished,2-Dec-24,14.659502,121.02806,"Misamis St Bago Bantay, Sto Cristo, Quezon City, 1105 Metro Manila, Philippines",,Metro Manila,4,3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
For Rent 2 Floor Condo Unit with 2 Bedrooms in Timog Ave,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/for-rent-2-floor-condo-unit-with-2-bedrooms-in-timog-ave/edbf70c768&cl=1,Pets Allowed; Gym; 24/7 Security; Function Rooms; Swimming pool; Balcony,"35,000 /Month",6 Months,Quezon City,Timog and South Triangle,,11,82.92,2,2,1,1,,,1,1,Fully Furnished,23-Jul-24,14.6348849,121.0355732,"Timog Ave, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
Homey 2 Bedroom Unit at the Symphony Towers,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/homey-2-bedroom-unit-at-the-symphony-towers/aff9efb220&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"35,000 /Month",1 Year,Quezon City,Timog and South Triangle,Symphony Towers,20,43,2,1,1,1,1,,,,Semi Furnished,14-Nov-24,14.6341662,121.0413579,"Sgt. Esguerra Avenue, corner Timog Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines",,Metro Manila,4.2,185,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fully Furnished 1 Bedroom for Rent in The Arton Quezon City,40000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1-bedroom-for-rent-in-the-arton-quezon-city/f2235c506&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool,"40,000 /Month",1 Year,Quezon City,Loyola Heights,The Arton,11,47,1,1,1,1,,,,1,Fully Furnished,27-Sep-24,14.6317311,121.0749915,"Aurora Blvd, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Fully Furnished Studio Unit at Congressional Town Center,17000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-unit-at-congressional-town-center/e48bbf8a38&cl=1,Concierge; 24/7 Security; Swimming pool,"17,000 /Month",6 Months,Quezon City,North Avenue Area,Congressional Town Center,28,21,0,1,1,1,,,,,Fully Furnished,10-Mar-25,14.6717255,121.0399652,"Congressional town center, 23 Congressional Ave, Brgy, Quezon City, 1100 Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Corner House & lot for rent at Filinvest 2 QC,70000,https://rentpad.com.ph/long-term-rentals/quezon-city/corner-house--lot-for-rent-at-filinvest-2-qc/8a9576da48&cl=1,Parking,"70,000 /Month",1 Year,Quezon City,,,,282,5,5,,,,1,,,Unfurnished,17-Jun-25,14.6838454,121.1064939,"Filinvest 2, Gold, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0
BEDSCPACE for Males: Not studio for rent,3000,https://rentpad.com.ph/long-term-rentals/quezon-city/bedscpace-for-males-not-studio-for-rent/74da307b92&cl=1,Swimming pool,"3,000 /Month",6 Months,Quezon City,Timog and South Triangle,MPlace South Triangle,25,16.5,0,1,,1,,,,,Fully Furnished,6-Nov-24,14.6487853,121.0509385,"Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fully Furnished 1BR for Rent in Berkeley Residences near Ateneo,18000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1br-for-rent-in-berkeley-residences-near-ateneo/3518518095&cl=1,Concierge; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking,"18,000 /Month",1 Year,Quezon City,Loyola Heights,Berkeley Residences,17,28,1,1,1,1,,1,,,Fully Furnished,6-Feb-25,14.659502,121.02806,"Misamis St Bago Bantay, Sto Cristo, Quezon City, 1105 Metro Manila, Philippines",,Metro Manila,4,3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Spacious 3BR 3TB Townhouse in New Manila QC,70000,https://rentpad.com.ph/long-term-rentals/quezon-city/spacious-3br-3tb-townhouse-in-new-manila--qc/419e9e3e78&cl=1,Parking,"70,000 /Month",1 Year,Quezon City,,,,130,3,3,,,,1,,,Unfurnished,12-Feb-25,14.6213904,121.0329915,"Mariana, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
Teachers Village 2 Bedroom Apartment,22000,https://rentpad.com.ph/long-term-rentals/quezon-city/teachers-village-2-bedroom-apartment/9f03e84127&cl=1,,"22,000 /Month",1 Year,Quezon City,Diliman,,,100,2,1,,,,,,,Unfurnished,11-Mar-24,14.6436998,121.0600253,"Teachers Village East, Diliman, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Fully Furnished Studio Unit for Rent in QC,16000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-unit-for-rent-in-qc/2a5362747&cl=1,Gym; Study Hall; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool,"16,000 /Month",1 Year,Quezon City,New Manila,Princeton Residences,20,27,0,1,1,1,,,,,Fully Furnished,3-Feb-25,14.6487853,121.0509385,"Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Cozy Newly Renovated Fully Furnished Premier Studio,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/cozy-newly-renovated-fully-furnished-premier-studio/ec11c69f68&cl=1,Concierge; Pets Allowed; Gym; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool,"25,000 /Month",6 Months,Quezon City,Eastwood City,Eastwood Le Grand,17,30,0,1,1,1,,,,1,Fully Furnished,21-Feb-25,14.631775,121.049063,"37 Kamias , Cor K-H St, Quezon City, 1100 Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
2BR Fully Furnished Unit for Rent at Grass Residences QC,40000,https://rentpad.com.ph/long-term-rentals/quezon-city/2br-fully-furnished-unit-for-rent-at-grass-residences-qc/a38e44b188&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony,"40,000 /Month",1 Night,Quezon City,North Avenue Area,SM Grass Residences,3,59,2,1,1,1,,,1,,Fully Furnished,25-Oct-24,14.6817003,121.1002086,"114 Session Rd, Quezon City, 1126 Metro Manila, Philippines",,Metro Manila,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0
Fully Furnished 2BR Condo Unit in Redwoods Fairview,20000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-2br-condo-unit-in-redwoods-fairview/aadfbb8d26&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony,"20,000 /Month",,Quezon City,Novaliches,The Redwoods,5,64,2,1,1,1,,1,1,,Fully Furnished,25-Nov-24,14.7025864,121.05916,"Redwood, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
Fully Furnished 2BR Condo Unit in Redwoods Fairview,20000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-2br-condo-unit-in-redwoods-fairview/6f8eb8f065&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony,"20,000 /Month",,Quezon City,,The Redwoods,5,64,2,1,1,1,,1,1,,Fully Furnished,25-Nov-24,14.7025864,121.05916,"Redwood, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
Grass Residences 2 Bedroom Unit for Rent,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/grass-residences-2-bedroom-unit-for-rent/df0cbe4f58&cl=1,,"25,000 /Month",1 Year,Quezon City,North Avenue Area,SM Grass Residences,11,56,2,2,,,,,,,Semi Furnished,29-Aug-24,14.660657,121.0269583,"2 The Grass Residences, Bago Bantay, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
Brand New Studio Unit in Berkeley Suites for Rent,13500,https://rentpad.com.ph/long-term-rentals/quezon-city/brand-new-studio-unit-in-berkeley-suites-for-rent/3dcf923444&cl=1,Concierge; Study Hall; 24/7 Security; Function Rooms; Swimming pool,"13,500 /Month",1 Year,Quezon City,Loyola Heights,Berkeley Residences,5,20,0,1,1,1,,,,,Semi Furnished,10-Jan-25,14.6187628,121.0751912,"31 Twin Peak Dr, Project 4, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Fully Furnished 1BR for Rent in Infina Towers QC,22000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1br-for-rent-in-infina-towers-qc/cf92f25e17&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony,"22,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Infina Towers,6,27.5,1,1,1,1,,,1,1,Fully Furnished,10-Mar-24,14.6282201,121.0674028,"992 Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines",,Metro Manila,4.7,185,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Unfurnished 2 Bedroom with Parking with Beautiful View of City,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/unfurnished-2-bedroom-with-parking-with-beautiful-view-of-city/90e1cb689&cl=1,Gym; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool; Parking,"25,000 /Month",1 Year,Quezon City,Commonwealth Area,Verde Spatial,11,32,2,1,1,1,,1,,,Unfurnished,25-Jan-25,14.6167772,121.0442291,"J28V+PM9, P. Tuazon Blvd, Cubao, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Fully Furnished 2 Bedroom Unit at Infina Towers for Rent,28000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-2-bedroom-unit-at-infina-towers-for-rent/8893cc5c93&cl=1,Concierge; Pets Allowed; Jogging Trail; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony,"28,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Infina Towers,35,48.5,2,1,1,1,,1,1,1,Fully Furnished,11-Sep-24,14.6282201,121.0674028,"992 Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines",,Metro Manila,4.7,185,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Semi Furnished 1 Bedroom Unit For Lease at Grass Residences,15000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-1-bedroom-unit-for-lease-at-grass-residences/4e56617773&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony; Storage Space,"15,000 /Month",6 Months,Quezon City,North Avenue Area,SM Grass Residences,7,24,1,1,1,1,1,,1,,Semi Furnished,26-Jan-25,14.6603303,121.0281954,"The Grass Residences, Bago Bantay, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Semi Furnished Studio for Lease at MPlace South Triangle,15000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-studio-for-lease-at-mplace-south-triangle/734963102&cl=1,Concierge; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"15,000 /Month",6 Months,Quezon City,Timog and South Triangle,MPlace South Triangle,7,21,0,1,1,1,1,,,,Semi Furnished,26-Jan-25,14.639805,121.0330963,"120 Brgy, 1103 Panay Ave, Diliman, Quezon City, Metro Manila, Philippines",,Metro Manila,4.1,254,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1BR Fully Furnished Condo Unit at Trees Residences Quezon City,16000,https://rentpad.com.ph/long-term-rentals/quezon-city/1br-fully-furnished-condo-unit-at-trees-residences-quezon-city/2eda980721&cl=1,Concierge; Jogging Trail; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool; Parking,"16,000 /Month",1 Year,Quezon City,Novaliches,Trees Residences,6,24,1,1,1,1,,1,,,Fully Furnished,25-Feb-24,14.7373756,121.0660784,"P3P8+W95, Novaliches, Quezon City, Metro Manila, Philippines",,Metro Manila,5,3,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0
Convenient Studio Living Close to Everything and Move in Ready,18000,https://rentpad.com.ph/long-term-rentals/quezon-city/convenient-studio-living---close-to-everything-and-move-in-ready/2713dc1414&cl=1,Concierge; Gym; 24/7 Security; Swimming pool; Storage Space,"18,000 /Month",6 Months,Quezon City,North Avenue Area,Avida Towers Vita,8,21,0,1,1,1,1,,,,Semi Furnished,31-Jan-25,14.6487853,121.0509385,"Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fully Furnished Studio Unit One Eastwood Avenue,23000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-unit-one-eastwood-avenue/540557b480&cl=1,Concierge; Jogging Trail; Gym; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool,"23,000 /Month",1 Year,Quezon City,Eastwood City,One Eastwood Avenue,32,32.4,0,1,1,1,,,,,Fully Furnished,14-Feb-25,14.6077212,121.0791733,"Tower One, One Eastwood Ave, Quezon City, 1110 Metro Manila, Philippines",,Metro Manila,4.4,120,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Eastwood Condo for Rent 1 Bedroom Loft,28000,https://rentpad.com.ph/long-term-rentals/quezon-city/eastwood-condo-for-rent-1-bedroom-loft/7f33de4e68&cl=1,Gym; 24/7 Security; Swimming pool,"28,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood LeGrande Tower,,62,1,1,1,1,,,,,Unfurnished,4-Feb-25,14.6093561,121.080036,"Eastwood Park Residences, Quezon City, 1110 Metro Manila, Philippines",,Metro Manila,3.9,10,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
Condo Unit for Rent with Outdoor Parking in Quezon City,23000,https://rentpad.com.ph/long-term-rentals/quezon-city/condo-unit-for-rent-with-outdoor-parking-in-quezon-city/638741c96&cl=1,Pets Allowed; Jogging Trail; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"23,000 /Month",6 Months,Quezon City,Novaliches,Hacienda Balai,2,32,1,1,1,1,1,1,1,1,Fully Furnished,8-Jan-25,14.6487853,121.0509385,"Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fully Furnished 1 Bedroom Unit at Berkeley Residences for Rent,18000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1-bedroom-unit-at-berkeley-residences-for-rent/29f8b73593&cl=1,Study Hall; 24/7 Security; Function Rooms; Swimming pool; Parking; Storage Space,"18,000 /Month",1 Year,Quezon City,Loyola Heights,Berkeley Residences,7,21,1,1,1,1,1,1,,,Fully Furnished,8-Jan-25,14.6446188,121.0740867,"Berkeley Residences, Escaler, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
3BR Apartment for Rent in Tandang Sora Quezon City,20000,https://rentpad.com.ph/long-term-rentals/quezon-city/3br-apartment-for-rent-in-tandang-sora-quezon-city/883b833480&cl=1,Pets Allowed; 24/7 Security; Parking; Balcony; Storage Space,"20,000 /Month",1 Year,Quezon City,,,,49,3,2,1,,1,1,1,1,Unfurnished,26-Sep-24,14.6819218,121.0421102,"Tandang Sora, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0
Grass Residences for Long Term Lease,20000,https://rentpad.com.ph/long-term-rentals/quezon-city/grass-residences-for-long-term-lease/38256b9d68&cl=1,Concierge; Jogging Trail; Gym; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony,"20,000 /Month",1 Year,Quezon City,North Avenue Area,SM Grass Residences,8,26,1,1,1,1,,1,1,,Fully Furnished,17-Jul-24,14.6603303,121.0281954,"The Grass Residences, Bago Bantay, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Fully Furnished Studio Unit at Blue Residences for Rent,16000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-unit-at-blue-residences-for-rent/1ea014c577&cl=1,,"16,000 /Month",1 Year,Quezon City,Loyola Heights,Blue Residences,10,21,0,1,,,,,,,Fully Furnished,2-Aug-24,14.6328075,121.0747453,"41 Katipunan Ave, Quezon City, 1108 Metro Manila, Philippines",,Metro Manila,4.3,396,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Zinnia Towers 2BR Bare Unit For Rent,23000,https://rentpad.com.ph/long-term-rentals/quezon-city/zinnia-towers-2br-bare-unit-for-rent/e67d001b77&cl=1,Concierge; Jogging Trail; Gym; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Storage Space,"23,000 /Month",1 Year,Quezon City,North Avenue Area,Zinnia Towers,35,,2,1,1,1,1,1,,,Unfurnished,10-Jan-25,14.6572591,121.0162764,"1211 EDSA, Zinnia Rd, Quezon City, Metro Manila, Philippines",,Metro Manila,4.5,75,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
High Park Vertis North by Alveo Land,75000,https://rentpad.com.ph/long-term-rentals/quezon-city/high-park-vertis-north-by-alveo-land/4045ea8483&cl=1,Concierge; Pets Allowed; Gym; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony,"75,000 /Month",1 Year,Quezon City,Diliman,High Park Vertis,43,90,2,3,1,1,,1,1,1,Fully Furnished,19-Jul-24,14.6484198,121.0382333,"Hydra, Bagong Pag-asa, Quezon City, Metro Manila, Philippines",,Metro Manila,4.4,44,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Cozy fully furnished QC studio with skyline view,17500,https://rentpad.com.ph/long-term-rentals/quezon-city/cozy-fully-furnished-qc-studio-with-skyline-view/ddbb29f453&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; 24/7 Security; Swimming pool; Parking,"17,500 /Month",1 Year,Quezon City,Araneta Center Cubao,Sentinel Residences,,23.2,0,1,1,1,,1,,1,Fully Furnished,21-May-24,14.7073633,121.0303409,"View Point, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0
Semi Furnished 1 Bedroom Unit at Fern at Grass Residences,15000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-1-bedroom-unit-at-fern-at-grass-residences/51de226145&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony; Storage Space,"15,000 /Month",1 Year,Quezon City,North Avenue Area,Fern at Grass Residences,38,28,1,1,1,1,1,,1,,Semi Furnished,29-Jul-24,14.6590376,121.0274589,"Sm North Edsa Nueva Vizcaya, Bago Bantay, Quezon City, Metro Manila, Philippines",,Metro Manila,4.3,86,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Fully Furnished Studio Unit at Prince David Condominium,16000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-unit-at-prince-david-condominium/a27523b553&cl=1,24/7 Security; Function Rooms; Swimming pool,"16,000 /Month",1 Year,Quezon City,Loyola Heights,Prince David Condominium,6,34,0,1,1,1,,,,,Fully Furnished,26-Mar-24,14.6376484,121.0741564,"G/F, 305 Katipunan Ave, Quezon City, 1108 Metro Manila, Philippines",,Metro Manila,4.4,63,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Fully Furnished Brand New Studio for Rent in Trees Residences QC,11000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-brand-new-studio-for-rent-in-trees-residences-qc/8cefa7128&cl=1,Concierge; Pets Allowed; Jogging Trail; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"11,000 /Month",6 Months,Quezon City,Novaliches,Trees Residences,,19,0,1,1,1,1,,,1,Fully Furnished,6-Jan-25,14.7090139,121.0356568,"P25P+J73, Quirino Hwy, BRGY, Quezon City, 1100 Metro Manila, Philippines",,Metro Manila,4.2,85,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Spacious 3 Bedroom Townhouse in New Manila for Rent,60000,https://rentpad.com.ph/long-term-rentals/quezon-city/spacious-3-bedroom-townhouse-in-new-manila-for-rent/1fe85e6450&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"60,000 /Month",1 Months,Quezon City,New Manila,,,120,3,3,1,1,1,1,1,1,Fully Furnished,22-Nov-24,14.6213904,121.0329915,"Mariana, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
2 Bedroom Unit with Parking Avida New Manila,30000,https://rentpad.com.ph/long-term-rentals/quezon-city/2-bedroom-unit-with-parking--avida-new-manila/cfbfb87470&cl=1,Jogging Trail; 24/7 Security; Swimming pool; Parking; Balcony,"30,000 /Month",1 Year,Quezon City,New Manila,Avida Towers New Manila,3,62,2,1,1,1,,1,1,,Semi Furnished,14-Jan-25,14.6095068,121.0467809,"Philippines, Metro Manila, Quezon City, 41",,Metro Manila,4.2,172,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0
